Logical Record Number,Provider ID,FRN,Provider Name,DBA Name,Holding Company Name,Holding Company Number,Holding Company Final,State,Census Block FIPS Code,Technology Code,Consumer,Max Advertised Downstream Speed (mbps),Max Advertised Upstream Speed (mbps),Business
338,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001049,42,1,6,1.5,1
339,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001050,42,1,6,1.5,1
340,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001051,42,1,6,1.5,1
341,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001052,42,1,6,1.5,1
342,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001053,42,1,6,1.5,1
343,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001054,42,1,6,1.5,1
344,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001055,42,1,6,1.5,1
345,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001056,42,1,6,1.5,1
346,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001057,42,1,6,1.5,1
347,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001058,42,1,6,1.5,1
348,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001059,42,1,6,1.5,1
349,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001060,42,1,6,1.5,1
350,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001061,42,1,6,1.5,1
351,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001062,42,1,6,1.5,1
352,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001063,42,1,6,1.5,1
353,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001064,42,1,6,1.5,1
354,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001065,42,1,6,1.5,1
355,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001066,42,1,6,1.5,1
356,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001067,42,1,6,1.5,1
357,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001068,42,1,6,1.5,1
358,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001069,42,1,6,1.5,1
359,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001070,42,1,6,1.5,1
360,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001075,42,1,6,1.5,1
361,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001076,42,1,6,1.5,1
362,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001077,42,1,6,1.5,1
363,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001078,42,1,6,1.5,1
364,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001079,42,1,6,1.5,1
365,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001080,42,1,6,1.5,1
366,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001081,42,1,6,1.5,1
367,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001082,42,1,6,1.5,1
368,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001083,42,1,6,1.5,1
369,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001084,42,1,6,1.5,1
370,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001085,42,1,6,1.5,1
371,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001086,42,1,6,1.5,1
372,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001087,42,1,6,1.5,1
373,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001088,42,1,6,1.5,1
374,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001089,42,1,6,1.5,1
375,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001090,42,1,6,1.5,1
376,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001091,42,1,6,1.5,1
377,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001092,42,1,6,1.5,1
378,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001093,42,1,6,1.5,1
379,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001094,42,1,6,1.5,1
380,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001095,42,1,6,1.5,1
381,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001096,42,1,6,1.5,1
382,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001097,42,1,6,1.5,1
383,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001098,42,1,6,1.5,1
384,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001099,42,1,6,1.5,1
385,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001100,42,1,6,1.5,1
386,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001101,42,1,6,1.5,1
387,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001103,42,1,6,1.5,1
388,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001104,42,1,6,1.5,1
389,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001120,42,1,6,1.5,1
390,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001121,42,1,6,1.5,1
391,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001122,42,1,6,1.5,1
392,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001128,42,1,6,1.5,1
393,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001129,42,1,6,1.5,1
394,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001143,42,1,6,1.5,1
395,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001144,42,1,6,1.5,1
396,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001145,42,1,6,1.5,1
397,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001146,42,1,6,1.5,1
398,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001147,42,1,6,1.5,1
399,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001148,42,1,6,1.5,1
400,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001149,42,1,6,1.5,1
401,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001150,42,1,6,1.5,1
402,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001152,42,1,6,1.5,1
403,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001153,42,1,6,1.5,1
404,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001154,42,1,6,1.5,1
405,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001155,42,1,6,1.5,1
406,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001156,42,1,6,1.5,1
407,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988001157,42,1,6,1.5,1
408,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988002002,42,1,6,1.5,1
409,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988002006,42,1,6,1.5,1
410,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988002008,42,1,6,1.5,1
411,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988002009,42,1,6,1.5,1
412,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988002010,42,1,6,1.5,1
413,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988002011,42,1,6,1.5,1
414,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988002014,42,1,6,1.5,1
415,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988002015,42,1,6,1.5,1
416,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988002016,42,1,6,1.5,1
417,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable,Broken Bow TV Cable,130168,Broken Bow TV Cable,OK,400890988002017,42,1,6,1.5,1
418,69543,0003723152,Broken Bow TV Cable,Broken Bow Cable
